1530710190153,49.019924,2.497944,1325,12589665,"C01A61"
1530710190153,84.534988,58.553833,12728,7405844,"710114"
1530710190153,28.027817,-82.33355,400,10998338,"A7D242"
1530710191309,25.62184,-77.765843,18000,10908702,"A6741E"
1530710185809,0,4.2e-05,,3225646,"31382E"
1530710182965,53.41995,-6.244677,1475,5046487,"4D00D7"
1530710181653,26.286118,122.939964,34000,8789650,"861E92"
1530710181653,22.914501,114.22033,11800,7970869,"79A035"
1530710191309,2.826553,101.928313,9500,7668229,"750205"
1530710191309,39.071045,-77.556371,500,10960316,"A73DBC"
1530710191309,48.363556,11.777203,2225,3958449,"3C66B1"
1530710191309,1.317661,103.980434,1450,13139992,"C88018"
1530710185809,-6.198166,111.156549,36000,9044947,"8A03D3"
1530710191309,53.655643,-117.178398,25000,12607247,"C05F0F"
1530710173950,49.186157,-123.173004,3600,12593270,"C02876"
1530710175809,40.727142,-73.414307,-175,10923541,"A6AE15"
1530710185809,-6.071411,107.091468,17175,9044591,"8A026F"
1530710190153,33.432152,-112.000273,,11169874,"AA7052"
1530710169966,48.706606,10.771932,,4051704,"3DD2F8"
1530710191309,40.434769,-3.527161,3475,3417114,"34241A"
1530710191309,37.64209,-122.356139,1250,10915457,"A68E81"
1530710190153,43.87001,-70.403839,800,10874711,"A5EF57"
1530710166387,-19.576193,-44.033703,11875,14979944,"E49368"
1530710191309,26.844069,-80.20384,350,10508919,"A05A77"
1530710191309,41.053349,-73.695107,575,10741445,"A3E6C5"
1530710163372,98.440933,-11.455322,38600,4114930,"3EC9F2"
1530710191309,37.020168,-8.0057,1275,4457132,"4402AC"
1530710191309,35.25522,-120.676692,1875,10550906,"A0FE7A"
1530710191309,35.674259,140.472626,8825,262403,"040103"
1530710190153,49.613602,10.8655,2537,4010963,"3D33D3"
1530710191309,38.023123,24.014919,3975,4624617,"4690E9"
1530710190153,55.373291,37.925128,2575,4342407,"424287"
1530710191309,28.56221,-15.003838,19250,4196185,"400759"
1530710156825,95.930603,-142.998596,32000,7864759,"7801B7"
1530710191309,36.221375,30.672398,37000,7569517,"73806D"
1530710190153,44.551283,11.243502,1225,3787857,"39CC51"
1530710180231,55.612301,49.2174,11003,4838228,"49D354"
1530710162169,2.662741,101.698261,2875,7668671,"7503BF"
1530710175809,38.74086,-9.15716,1825,4805069,"4951CD"
1530710190153,36.174179,-95.907211,1400,10995655,"A7C7C7"
1530710191309,25.837006,-80.159515,4125,10546091,"A0EBAB"
1530710191309,34.675133,136.943832,8650,8811760,"8674F0"
1530710191309,39.53365,-104.833496,7425,10715377,"A380F1"
1530710191309,34.016884,-84.568977,1600,10771344,"A45B90"
1530710190137,39.089355,-94.632349,3275,10691354,"A3231A"
1530710181653,39.927575,-76.509039,2600,11041525,"A87AF5"
1530710158309,45.232773,7.650146,2175,3147096,"300558"
1530710190137,33.651215,-84.341812,4625,10842368,"A57100"
1530710191309,52.550076,13.209804,2025,3960276,"3C6DD4"
1530710133122,-16.31607,-47.717575,12500,14979310,"E490EE"
1530710133122,37.771774,121.187325,20675,7866670,"78092E"
1530710133122,38.001205,120.93879,26625,7970878,"79A03E"
1530710133122,55.62407,12.649705,,4586548,"45FC34"
1530710149075,36.642663,-4.463079,1950,3950855,"3C4907"
1530710133122,-19.683218,-44.37947,16450,14979266,"E490C2"
1530710133106,63.300896,-17.899586,34000,12610122,"C06A4A"
1530710190137,39.455841,-0.422496,2475,3951429,"3C4B45"
1530710133090,0,-2147.483648,,2685595,"28FA9B"
1530710191309,39.475553,-119.769287,5850,10554710,"A10D56"
1530710178590,40.10061,-75.039305,725,10845001,"A57B49"
1530710175809,-23.370667,-46.357161,5525,14977413,"E48985"
1530710166387,-23.228822,-47.235616,4250,14979253,"E490B5"
1530710191309,38.271378,25.341661,36000,4510392,"44D2B8"
1530710190137,39.235931,9.071483,1250,5054503,"4D2027"
1530710182965,49.398376,43.495014,35000,4342829,"42442D"
1530710191309,8.583023,116.220408,37000,7868976,"781230"
1530710185809,2.978179,104.890879,32000,7668531,"750333"
1530710191309,40.564642,-73.756152,1975,11039969,"A874E1"
1530710190137,38.097607,21.634827,23675,4635715,"46BC43"
1530710175809,43.671524,7.379747,200,5062695,"4D4027"
1530710142184,-25.99807,-48.730968,13100,14974799,"E47F4F"
1530710133090,66.58199,14.716686,38000,3955884,"3C5CAC"
1530710191309,39.196938,-76.801025,2900,11184425,"AAA929"
1530710190137,39.677357,-86.118591,8575,10600903,"A1C1C7"
1530710182965,-6.442703,110.942455,31975,9044651,"8A02AB"
1530710191309,36.173279,-86.607803,2425,11250452,"ABAB14"
1530710143684,-23.751278,-46.744494,7375,1802627,"1B8183"
1530710190137,-7.470703,109.957896,16500,9044852,"8A0374"
1530710191309,33.999706,-84.603027,1800,11258884,"ABCC04"
1530710190137,47.597359,7.52699,,12613825,"C078C1"
1530710191309,41.26572,-95.967819,1675,10729290,"A3B74A"
1530710133090,27.928549,113.14286,29100,7867971,"780E43"
1530710190137,59.634394,30.951612,20825,4344038,"4248E6"
1530710190137,41.754425,12.204214,3575,4458898,"440992"
1530710191309,41.740366,-87.870249,2725,11266940,"ABEB7C"
1530710190137,52.837208,8.747628,2250,4000382,"3D0A7E"
1530710190137,47.076511,-1.47086,5950,3429977,"345659"
1530710191309,33.899506,-118.484522,2450,10933171,"A6D3B3"
1530710185809,38.295227,-97.971224,3375,11065683,"A8D953"
1530710191309,65.210794,38.193626,35975,3951400,"3C4B28"
1530710191309,50.028259,8.424056,4100,6824465,"682211"
1530710191309,55.943069,37.249728,3550,4342624,"424360"
1530710191309,42.026596,-87.928827,3500,10555661,"A1110D"
1530710188450,49.018528,2.420534,4425,5262923,"504E4B"
1530710191309,51.235382,6.657195,4025,3954421,"3C56F5"
1530710191309,51.505256,-0.336075,3375,4887032,"4A91F8"
1530710191309,51.900578,0.382403,3700,4197806,"400DAE"
1530710175809,45.558609,-123.003399,1800,10881436,"A6099C"
1530710151715,41.209344,2.052508,3225,3413192,"3414C8"
1530710191309,44.356339,8.674425,9125,4739829,"4852F5"
1530710191309,-33.972519,134.246414,34975,13116139,"C822EB"
1530710191309,39.765335,-104.705917,7675,10736838,"A3D4C6"
1530710163372,49.626663,6.13001,5700,5046486,"4D00D6"
1530710147090,48.72241,2.979897,1900,3681581,"382D2D"
1530710190137,29.004744,-80.957336,1150,11216774,"AB2786"
1530710175809,-23.49254,-46.356303,9600,14977418,"E4898A"
1530710190137,39.44292,-103.824158,8375,10949685,"A71435"
1530710188450,42.028943,12.511831,1375,3147311,"30062F"
1530710191309,42.861204,-73.845193,5800,11182523,"AAA1BB"
1530710147090,31.465729,37.107094,24100,7604022,"740736"
1530710191309,47.833008,-105.972816,13600,10581834,"A1774A"
1530710191309,41.876724,-87.826954,4875,11036273,"A86671"
1530710191309,55.480212,-4.70335,4375,5024675,"4CABA3"
1530710188450,41.551969,-88.228774,1300,10948163,"A70E43"
1530710191309,-37.669885,144.920893,3750,8153684,"7C6A54"
1530710191309,43.341888,77.018608,,4735829,"484355"
1530710191309,13.896727,100.449685,4850,8913995,"88044B"
1530710191309,45.526508,12.50351,4375,5276540,"50837C"
1530710190137,38.551351,-77.776672,1550,10612717,"A1EFED"
1530710171231,26.1358,-80.0544,5900,10580067,"A17063"
1530710191309,53.406006,-6.042402,4650,5024045,"4CA92D"
1530710188450,47.455215,8.55562,1300,4920849,"4B1611"
1530710190137,28.9652,-81.940498,3000,10910859,"A67C8B"
1530710175809,55.626045,12.646533,25,3958435,"3C66A3"
1530710163372,53.334366,-2.866922,,5023976,"4CA8E8"
1530710181653,52.541801,13.1124,5750,5312714,"5110CA"
1530710191309,35.969518,-78.68379,4325,10685720,"A30D18"
1530710188450,-5.488678,108.47663,33200,9044735,"8A02FF"
1530710191309,41.253799,1.88147,10050,4215894,"405456"
1530710177200,41.554733,-88.153423,1575,11306761,"AC8709"
1530710191309,-33.95879,18.58629,125,29108,"0071B4"
1530710191309,39.089123,-76.706055,5375,11264968,"ABE3C8"
1530710171231,57.331146,-1.949472,975,4739383,"485137"
1530710190137,60.308052,24.89345,1325,5023335,"4CA667"
1530710059090,52.435184,5.487592,1100,4210677,"403FF5"
1530710153778,41.7605,-87.6553,8125,10831502,"A5468E"
1530710142184,56.948822,23.878441,4500,5254349,"502CCD"
1530710182965,63.708925,47.081799,36000,7866154,"78072A"
1530710191309,28.218109,-82.177681,1300,11288581,"AC4005"
1530710191309,42.513885,73.703651,21000,6295747,"6010C3"
1530710190137,36.077881,-115.148659,2100,11260318,"ABD19E"
1530710191309,28.478279,-81.183357,6850,10762176,"A437C0"
1530710190137,28.048422,-80.627316,1675,10754694,"A41A86"
1530710190137,39.287342,-84.565491,2000,10949958,"A71546"
1530710158309,43.982971,10.81676,12300,3428484,"345084"
1530710175809,43.611161,7.249996,5275,3769760,"3985A0"
1530710191309,59.765259,18.037994,5575,5030562,"4CC2A2"
1530710191309,44.131256,-123.219079,425,10647261,"A276DD"
1530710164934,42.165665,-83.538479,5450,11083374,"A91E6E"
1530710190137,39.32342,-107.309998,19675,11195296,"AAD3A0"
1530710190137,49.46315,8.459473,1425,4191781,"3FF625"
1530710191309,33.84208,-118.549747,4600,10917354,"A695EA"
1530710190137,29.077888,-81.044334,-100,10923962,"A6AFBA"
1530710191309,-33.766991,-70.826225,12100,15205140,"E80314"
1530710190137,-27.396698,153.121534,125,8133060,"7C19C4"
1530710190137,50.542648,5.608882,8400,4499513,"44A839"
1530710168075,36.081093,-115.132378,3687,11304457,"AC7E09"
1530710190137,60.731094,10.056563,23125,4687709,"47875D"
1530710191309,41.847977,-88.015719,5800,11046384,"A88DF0"
1530710190137,-6.228783,107.392305,19125,9045057,"8A0441"
1530710191309,39.862495,-104.79718,9475,12607241,"C05F09"
1530710191309,51.035125,-0.021515,5325,4218404,"405E24"
1530710191309,51.358704,-0.362994,5250,4805251,"495283"
1530710191309,47.615204,-122.268768,6100,11229362,"AB58B2"
1530710190137,38.729553,-9.041748,10150,5046465,"4D00C1"
1530710191309,35.231851,-120.736065,8000,11348970,"AD2BEA"
1530710191309,54.97,-1.539501,6200,4220017,"406471"
1530710191309,48.261636,-115.80768,10275,10504803,"A04A63"
1530710191309,30.092763,-95.26756,3950,11024258,"A83782"
1530710191309,1.178935,103.909212,5250,7786127,"76CE8F"
1530710191309,39.377328,-104.813782,12375,10745112,"A3F518"
1530710191309,43.086502,-79.080101,2200,12613999,"C0796F"
1530710191309,44.463043,-121.381073,11825,10804482,"A4DD02"
1530710190137,35.058304,-118.627228,16400,11113457,"A993F1"
1530710191309,-25.517097,29.78435,12000,33246,"0081DE"
1530710182965,44.557961,37.049595,325,4870434,"4A5122"
1530710191309,5.781695,-74.039896,20950,10793068,"A4B06C"
1530710191309,60.20019,11.777049,15750,4695484,"47A5BC"
1530710190137,42.693558,-77.334699,6100,10709778,"A36B12"
1530710190137,53.512309,7.26988,3975,4064784,"3E0610"
1530710191309,49.890701,8.737456,7250,4958489,"4BA919"
1530710166387,34.870804,33.611427,37000,3957891,"3C6483"
1530710191309,41.798309,-87.744494,9250,11206862,"AB00CE"
1530710191309,31.484861,74.253186,6975,7735719,"7609A7"
1530710191309,52.70018,-1.229477,8325,5023082,"4CA56A"
1530710073622,47.637901,-120.693604,13950,10839570,"A56612"
1530710191309,53.219055,-2.404436,9875,4196533,"4008B5"
1530710185809,48.633087,2.150715,7350,3756237,"3950CD"
1530710190137,37.799881,-122.363385,6950,10962533,"A74665"
1530710188450,41.781006,-83.521706,13000,11249584,"ABA7B0"
1530710190137,47.455723,8.568015,1300,3753698,"3946E2"
1530710190137,60.270355,24.775212,3950,4595509,"461F35"
1530710191309,2.8152,100.04605,25500,9044737,"8A0301"
1530710190137,50.789902,7.1301,1450,4065844,"3E0A34"
1530710191309,51.141724,6.66588,7775,4921310,"4B17DE"
1530710188450,39.972591,-75.149666,6075,11315040,"ACA760"
1530710190137,39.62978,-77.023071,850,11319167,"ACB77F"
1530710191309,40.792786,-129.234009,37000,9015360,"899040"
1530710190137,40.34203,-3.279107,10650,5023719,"4CA7E7"
1530710191309,47.609997,7.51817,,3935489,"3C0D01"
1530710180231,49.019413,12.580502,4850,4904728,"4AD718"
1530710190137,43.641838,2.191707,18500,5023402,"4CA6AA"
1530710190137,40.478394,-73.530823,7800,11222104,"AB3C58"
1530710191309,38.464233,-77.794667,1500,11328485,"ACDBE5"
1530710191309,52.504684,12.912702,9425,4805264,"495290"
1530710143669,44.522793,-121.459488,15400,11025926,"A83E06"
1530710190122,40.939316,9.116821,20525,5023896,"4CA898"
1530710191309,2.708083,101.502543,8650,7668819,"750453"
1530710191309,47.609439,-122.48129,9400,10654106,"A2919A"
1530710181653,44.085979,11.34281,14900,4458538,"44082A"
1530710191309,48.065964,10.128433,10575,4098881,"3E8B41"
1530710190137,-7.26709,110.936078,17325,9044397,"8A01AD"
1530710191309,33.763826,-118.550892,8525,10519622,"A08446"
1530710190137,39.474747,-75.746735,3625,10715770,"A3827A"
1530710191309,50.148817,8.418571,10825,4456760,"440138"
1530710191309,52.617199,14.1571,2792,4116222,"3ECEFE"
1530710191309,48.952148,2.239662,9800,7569600,"7380C0"
1530710191309,29.879745,-95.573766,9150,10765600,"A44520"
1530710190137,51.930046,-2.175764,625,4223467,"4071EB"
1530710191309,-35.684013,137.570038,6675,8133705,"7C1C49"
1530710162169,36.078041,-115.158882,2150,11267149,"ABEC4D"
1530710175809,26.711348,-81.821841,1850,11194929,"AAD231"
1530710191309,38.164627,-85.610845,2900,11372110,"AD864E"
1530710190137,-34.042809,19.42926,17900,33611,"00834B"
1530710191309,28.268738,-82.560566,10425,11333851,"ACF0DB"
1530710147090,26.472535,-81.34515,17400,11338372,"AD0284"
1530710188450,42.240463,30.878261,43000,5054680,"4D20D8"
1530710190137,38.608109,25.318649,36000,5258355,"503C73"
1530710175809,38.81912,-83.781494,5200,11360661,"AD5995"
1530710191309,40.688095,-74.454895,8525,11261905,"ABD7D1"
1530710190137,25.034676,120.835617,13700,9015415,"899077"
1530710191309,26.052933,-79.820493,10700,11180832,"AA9B20"
1530710190137,54.139198,9.6043,2200,4008745,"3D2B29"
1530710191309,33.757919,-84.170517,9800,11382577,"ADAF31"
1530710185809,42.242523,-3.89971,29000,3413454,"3415CE"
1530710191309,54.485825,-6.067361,13900,4456817,"440171"
1530710191309,59.638641,10.789032,16425,4687795,"4787B3"
1530710191309,33.914795,35.029106,13550,4960743,"4BB1E7"
1530710191309,30.22023,-97.404677,9400,10767190,"A44B56"
1530710191309,35.649517,139.97435,9000,8842878,"86EE7E"
1530710191309,60.20517,24.606913,7100,4595624,"461FA8"
1530710190137,34.094696,-87.978628,8825,11004765,"A7EB5D"
1530710191309,40.508652,-112.014282,12250,11117965,"A9A58D"
1530710191309,59.582954,31.673584,28800,4341909,"424095"
1530710191309,28.49597,-82.295677,3875,11094810,"A94B1A"
1530710120653,47.6152,-122.263,10575,11152010,"AA2A8A"
1530710175809,33.98872,-5.812397,22025,131188,"020074"
1530710190137,41.219353,2.326605,11750,3424901,"344285"
1530710191309,40.438431,-74.016235,9250,10746968,"A3FC58"
1530710190137,39.806167,-84.2547,11950,10941222,"A6F326"
1530710191309,31.867676,35.366913,16075,4458075,"44065B"
1530710169966,14.582291,101.979644,26700,8934152,"885308"
