1530713289,40.8373,-106.837,11224.26,"UAL210  ","ab1644"
1530713116,27.903,76.8987,5730.24,"JAI829  ","8076c4"
1530713149,38.2009,-113.8804,11269.98,"AAL1361 ","ac96b8"
1530713289,42.886,-63.2008,11620.5,"UAL22   ","aa8c39"
1530713089,18.4452,103.007,9425.94,"AIQ530  ","88044b"
1530713290,51.7264,-4.1229,10050.78,"UAL47   ","aa9321"
1530713114,25.8064,-80.3162,91.44,"AAL2567 ","ade18c"
1530711565,37.7018,-76.8419,2628.9,"","ade191"
1530713287,43.0192,-87.7016,1219.2,"SWA1854 ","abd9d9"
1530713290,35.4659,-100.9434,11955.78,"AAL2717 ","ab6fdd"
1530713269,35.3791,-82.3473,11026.14,"DAL478  ","a3b87f"
1530713165,47.4435,8.5657,,"SWR5201 ","4b1806"
1530713289,39.129,-72.7638,9966.96,"UAL1514 ","aa56d5"
1530713283,53.0215,23.2293,11262.36,"SWR1337 ","4b1801"
1530713289,31.6926,-86.849,11330.94,"NKS568  ","a678ef"
1530713289,38.4201,-99.2212,11955.78,"AAL2358 ","acdfa6"
1530712714,22.3217,113.9316,,"AIQ502  ","880449"
1530713044,26.4743,-75.9465,11209.02,"DAL323  ","ac4963"
1530713289,34.6333,-77.8263,11932.92,"AAL2537 ","a3b88e"
1530713289,-27.1967,153.2052,1203.96,"JST889  ","7c6b39"
1530713167,43.3829,-70.6769,259.08,"N15406  ","a0db82"
1530713256,32.9686,-112.007,403.86,"N602    ","a7ceac"
1530713220,25.9107,-80.3259,175.26,"N786AR  ","aaa6e0"
1530713289,-35.4022,138.3442,8534.4,"JST968  ","7c6b0c"
1530713289,49.5639,-8.833,12862.56,"AVA120  ","aaa6e4"
1530713289,40.8045,-72.9052,1188.72,"N452TX  ","a57b49"
1530711615,52.9097,9.215,,"DEEPM   ","3d10ca"
1530713287,39.6387,-91.8258,11650.98,"UAL282  ","aa56b5"
1530713289,32.5291,-107.6641,11277.6,"UAL1815 ","aa56b3"
1530713241,21.7795,113.7137,2697.48,"AIQ753  ","88045a"
1530713287,39.4579,-77.7771,1059.18,"N994BC  ","ade19b"
1530713289,58.0689,15.2228,11308.08,"SAS2847 ","47be91"
1530713288,40.0716,-75.8179,1036.32,"N24JN   ","a22e7b"
1530711995,26.0857,-80.0997,,"","a2ded8"
1530713283,35.1866,-105.82,10325.1,"DAL110  ","ab63d7"
1530713288,26.1449,-80.5117,1120.14,"N905WA  ","ac83b4"
1530713287,39.5025,-112.5827,8709.66,"SKW4125 ","a2355d"
1530713289,44.9398,20.2899,10431.78,"DLH694  ","3c6669"
1530713288,-5.8621,106.895,1440.18,"GIA193  ","8a02d5"
1530713289,46.5013,14.0456,12070.08,"EWG9NB  ","44028d"
1530713029,45.485,12.326,144.78,"EZY35RV ","44028c"
1530713290,45.4591,8.711,9486.9,"DLH54N  ","3c6667"
1530713283,-1.3138,103.0665,11658.6,"AWQ173  ","8a02d2"
1530713289,32.01,-84.4022,9364.98,"DAL1829 ","acdff1"
1530713289,49.5355,10.3588,6370.32,"DLH111  ","3c664e"
1530713288,35.2738,-109.8743,11544.3,"AAL453  ","ab0361"
1530713290,40.1989,-87.587,12031.98,"SWA2162 ","abf008"
1530713289,54.494,35.3805,10096.5,"DLH1448 ","3c666c"
1530713289,31.2686,-95.1595,11330.94,"1256    ","a1fb8f"
1530713289,41.9901,20.8538,11148.06,"EZY48PA ","440291"
1530713261,-15.7812,-56.0482,982.98,"GLO1714 ","e48120"
1530713283,52.5566,13.292,,"DLH6VT  ","3c6672"
1530713289,40.5218,-3.3066,2720.34,"ANE22AN ","3442cc"
1530713226,27.9829,-82.5329,,"        ","a963f7"
1530713289,39.2088,-107.7828,12169.14,"UAL1881 ","a39bfa"
1530713288,51.1053,9.2042,6918.96,"DLH5CR  ","3c667a"
1530713289,28.0708,-82.0676,10546.08,"1161    ","a3a538"
1530713288,55.6611,22.0691,10988.04,"WZZ1KW  ","471efe"
1530713289,30.5231,-101.759,11650.98,"AAL1983 ","ad90a3"
1530713289,37.0561,-87.7338,11041.38,"DL2541  ","ad566c"
1530713288,44.5966,26.3474,11071.86,"DLH612  ","3c666f"
1530713289,28.5756,-80.8232,3177.54,"N55KS   ","a6fe04"
1530713268,48.6548,13.8932,1600.2,"PH1153  ","4845bf"
1530713289,52.4027,13.998,2179.32,"AUA231H ","44029f"
1530713289,26.0847,-80.5275,655.32,"N9254Y  ","acd3b8"
1530713285,40.8299,-94.0766,11971.02,"SWA5595 ","abfc71"
1530713086,37.0385,-80.379,2103.12,"","a59530"
1530713289,26.6157,-83.4155,10599.42,"AAL1093 ","ace6e2"
